chr	start	end	id	length	strand	CPM_atac_0	CPM_h3k27ac_0
chr22	18259805	18260445	150	640	+	197.26543986350256	274.21426188376057
chr22	18262105	18262625	151	520	+	197.26543986350256	27.421426188376056
chr22	18264005	18264505	152	500	+	69.17099839369571	27.421426188376056
chr22	18267905	18268445	153	540	+	135.78010795799528	27.421426188376056
chr22	18269125	18270105	154	980	+	847.9852025301213	420.46186822176617
chr22	18271185	18271765	155	580	+	38.42833244094206	41.13213928256408
chr22	18275685	18276225	156	540	+	40.99022127033819	18.280950792250707
chr22	18280845	18281365	157	520	+	48.675887758526606	31.991663886438737
chr22	18285565	18286105	158	540	+	46.113998929130474	27.421426188376056
chr22	18312685	18313185	159	500	+	153.71332976376823	13.710713094188028
chr22	18330105	18330625	160	520	+	89.6661090288648	4.570237698062677
chr22	18335865	18336425	161	560	+	74.29477605248798	13.710713094188028
chr22	18350045	18350605	162	560	+	35.86644361154592	18.280950792250707
chr22	18355205	18355705	163	500	+	17.93322180577296	0.0
chr22	18371545	18372085	164	540	+	79.41855371128025	22.85118849031338
chr22	18372985	18373505	165	520	+	46.113998929130474	22.85118849031338
chr22	18374385	18374885	166	500	+	28.180777123357508	27.421426188376056
chr22	18389402	18389902	167	500	+	15.371332976376824	13.710713094188028
chr22	18393265	18393785	168	520	+	56.361554246715016	27.421426188376056
chr22	18396585	18397145	169	560	+	215.1986616692755	4.570237698062677
chr22	18398885	18399385	170	500	+	663.5292068135994	182.80950792250704
chr22	18400325	18400825	171	500	+	456.0162116325124	187.37974562056974
chr22	18402985	18403505	172	520	+	304.8647706981403	82.26427856512817
chr22	18403725	18404225	173	500	+	102.47555317584549	22.85118849031338
chr22	18404665	18405165	174	500	+	112.72310849343003	9.140475396125353
chr22	18405845	18406345	175	500	+	40.99022127033819	9.140475396125353
chr22	18433245	18433745	176	500	+	40.99022127033819	13.710713094188028
chr22	18448185	18448725	177	540	+	89.6661090288648	9.140475396125353
chr22	18452985	18453485	178	500	+	279.24588240417893	27.421426188376056
chr22	18462745	18463245	179	500	+	53.79966541731888	137.10713094188029
chr22	18463265	18463765	180	500	+	612.2914302256768	105.11546705544154
chr22	18482965	18483465	181	500	+	30.742665952753647	22.85118849031338
chr22	18484305	18484845	182	540	+	922.2799785826094	909.4773019144726
chr22	18506165	18506725	183	560	+	181.89410688712573	27.421426188376056
chr22	18507105	18507865	184	760	+	140.90388561678753	36.56190158450141
chr22	18511900	18512400	185	500	+	25.618888293961373	9.140475396125353
chr22	18525025	18525605	186	580	+	35.86644361154592	18.280950792250707
chr22	18531225	18531725	187	500	+	46.113998929130474	27.421426188376056
chr22	18535185	18535685	188	500	+	15.371332976376824	9.140475396125353
chr22	18536945	18537445	189	500	+	38.42833244094206	18.280950792250707
chr22	18538445	18539365	190	920	+	153.71332976376823	41.13213928256408
chr22	18540365	18540865	191	500	+	81.98044254067638	4.570237698062677
chr22	18558745	18559245	192	500	+	417.5878791915704	27.421426188376056
chr22	18559485	18560085	193	600	+	51.237776587922745	63.98332777287747
chr22	18560425	18560935	194	510	+	481.6350999264738	274.21426188376057
chr22	18561285	18561785	195	500	+	28.180777123357508	118.82618014962958
chr22	18589745	18590305	196	560	+	92.22799785826095	22.85118849031338
chr22	18593202	18593702	197	500	+	0.0	0.0
chr22	18628685	18629185	198	500	+	23.056999464565237	22.85118849031338
chr22	18632445	18633125	199	680	+	120.40877498161845	9.140475396125353
chr22	18638725	18639225	200	500	+	30.742665952753647	0.0
chr22	18639865	18640365	201	500	+	99.91366434644934	4.570237698062677
chr22	18667997	18668497	202	500	+	0.0	0.0
chr22	18688380	18688880	203	500	+	0.0	0.0
chr22	18721176	18721676	204	500	+	7.685666488188412	0.0
chr22	18779224	18779724	205	500	+	0.0	0.0
chr22	18837380	18837880	206	500	+	0.0	0.0
chr22	18841505	18842125	207	620	+	230.56999464565234	0.0
chr22	18846705	18847305	208	600	+	48.675887758526606	0.0
chr22	18881694	18882194	209	500	+	10.247555317584547	0.0
chr22	18892225	18892725	210	500	+	51.237776587922745	4.570237698062677
chr22	18893485	18894025	211	540	+	448.330545144324	127.96665554575495
chr22	18894365	18894865	212	500	+	89.6661090288648	22.85118849031338
chr22	18913885	18914405	213	520	+	40.99022127033819	0.0
chr22	18916865	18917365	214	500	+	25.618888293961373	0.0
chr22	18923714	18924214	215	500	+	17.93322180577296	4.570237698062677
chr22	18941805	18942385	216	580	+	30.742665952753647	9.140475396125353
chr22	18946225	18946725	217	500	+	35.86644361154592	9.140475396125353
chr22	18955625	18956125	218	500	+	53.79966541731888	22.85118849031338
chr22	18957760	18958260	219	500	+	7.685666488188412	4.570237698062677
chr22	18975225	18975745	220	520	+	99.91366434644934	13.710713094188028
chr22	18976625	18977285	221	660	+	92.22799785826095	4.570237698062677
chr22	18986465	18986985	222	520	+	94.78988668765707	41.13213928256408
chr22	18989785	18990625	223	840	+	166.52277391074892	31.991663886438737
chr22	19005065	19005596	224	531	+	48.675887758526606	13.710713094188028
chr22	19009886	19010665	225	779	+	56.361554246715016	27.421426188376056
chr22	19014825	19015325	226	500	+	46.113998929130474	4.570237698062677
chr22	19023125	19023645	227	520	+	125.53255264041073	9.140475396125353
chr22	19024405	19024905	228	500	+	74.29477605248798	4.570237698062677
chr22	19035638	19036138	229	500	+	23.056999464565237	59.41309007481479
chr22	19038825	19039345	230	520	+	102.47555317584549	36.56190158450141
chr22	19040665	19041165	231	500	+	20.495110635169095	68.55356547094014
chr22	19044245	19044745	232	500	+	35.86644361154592	27.421426188376056
chr22	19061205	19061725	233	520	+	56.361554246715016	31.991663886438737
chr22	19072565	19073105	234	540	+	156.27521859316437	50.27261467868944
chr22	19073145	19073745	235	600	+	94.78988668765707	45.70237698062676
chr22	19073965	19074865	236	900	+	148.58955210497595	150.8178440360683
chr22	19083165	19083665	237	500	+	38.42833244094206	22.85118849031338
chr22	19093745	19094245	238	500	+	56.361554246715016	36.56190158450141
chr22	19096305	19096805	239	500	+	248.50321645142532	260.5035487895725
chr22	19096845	19097345	240	500	+	1634.4850731547356	306.2059257701993
chr22	19097405	19098025	241	620	+	258.7507717690098	525.5773352772078
chr22	19098265	19099285	242	1020	+	179.3322180577296	370.18925354307675
chr22	19102205	19102705	243	500	+	71.73288722309184	63.98332777287747
chr22	19103085	19103585	244	500	+	71.73288722309184	91.40475396125352
chr22	19105725	19106225	245	500	+	43.552110099734335	54.84285237675211
chr22	19108945	19109485	246	540	+	207.51299518108712	411.3213928256409
chr22	19109717	19110705	247	988	+	1824.0648465300496	287.9249749779486
chr22	19111405	19111925	248	520	+	130.65633029920298	63.98332777287747
chr22	19118070	19118570	249	500	+	38.42833244094206	27.421426188376056
chr22	19131325	19131885	250	560	+	133.21821912859915	429.60234361789156
chr22	19131940	19132585	251	645	+	3525.159029249085	260.5035487895725
chr22	19133605	19134145	252	540	+	156.27521859316437	36.56190158450141
chr22	19137546	19138046	253	500	+	0.0	0.0
chr22	19140585	19141525	254	940	+	135.78010795799528	77.6940408670655
chr22	19147725	19148225	255	500	+	69.17099839369571	45.70237698062676
chr22	19153865	19154425	256	560	+	79.41855371128025	45.70237698062676
chr22	19155525	19156045	257	520	+	92.22799785826095	50.27261467868944
chr22	19156925	19157505	258	580	+	202.38921752229484	63.98332777287747
chr22	19158185	19158705	259	520	+	122.97066381101459	383.8999666372648
chr22	19158925	19159468	260	543	+	725.0145387191068	950.6094411970366
chr22	19159585	19160085	261	500	+	46.113998929130474	612.4118515403986
chr22	19160385	19160985	262	600	+	128.09444146980684	301.6356880721366
chr22	19161025	19161525	263	500	+	61.485331905507294	155.388081734131
chr22	19161985	19162505	264	520	+	102.47555317584549	95.9749916593162
chr22	19163265	19164765	265	1500	+	394.53087972700513	420.46186822176617
chr22	19165725	19166685	266	960	+	1378.296190215122	584.9904253520226
chr22	19166845	19167345	267	500	+	822.3663142361601	233.0821226011965
chr22	19172465	19173005	268	540	+	192.1416622047103	27.421426188376056
chr22	19191165	19191665	269	500	+	48.675887758526606	13.710713094188028
chr22	19194825	19195385	270	560	+	61.485331905507294	13.710713094188028
chr22	19195665	19196185	271	520	+	94.78988668765707	22.85118849031338
chr22	19205345	19205865	272	520	+	1639.6088508135279	137.10713094188029
chr22	19205905	19206805	273	900	+	207.51299518108712	169.09879482831903
chr22	19217045	19217545	274	500	+	58.923443076111155	27.421426188376056
chr22	19220745	19221245	275	500	+	69.17099839369571	50.27261467868944
chr22	19232265	19232765	276	500	+	192.1416622047103	63.98332777287747
chr22	19247105	19247705	277	600	+	122.97066381101459	260.5035487895725
chr22	19254005	19254505	278	500	+	64.04722073490342	4.570237698062677
chr22	19263345	19263845	279	500	+	491.88265524405836	41.13213928256408
chr22	19274625	19275125	280	500	+	43.552110099734335	36.56190158450141
chr22	19277285	19277785	281	500	+	258.7507717690098	59.41309007481479
chr22	19277845	19278745	282	900	+	309.9885483569326	159.95831943219366
chr22	19278965	19280005	283	1040	+	768.5666488188411	840.9237364435323
chr22	19283805	19284445	284	640	+	97.35177551705321	13.710713094188028
chr22	19287445	19287945	285	500	+	412.4641015327781	22.85118849031338
chr22	19293145	19293685	286	540	+	53.79966541731888	18.280950792250707
chr22	19303465	19303965	287	500	+	94.78988668765707	4.570237698062677
chr22	19304165	19304685	288	520	+	97.35177551705321	18.280950792250707
chr22	19316085	19316585	289	500	+	51.237776587922745	13.710713094188028
chr22	19321125	19321645	290	520	+	133.21821912859915	9.140475396125353
chr22	19358285	19358785	291	500	+	51.237776587922745	54.84285237675211
chr22	19359585	19360085	292	500	+	69.17099839369571	0.0
chr22	19377905	19378405	293	500	+	48.675887758526606	41.13213928256408
chr22	19383985	19385005	294	1020	+	2423.5468326087457	2143.4414803913955
chr22	19385185	19385685	295	500	+	271.56021591599057	790.651121764843
chr22	19386125	19386625	296	500	+	94.78988668765707	223.94164720507112
chr22	19390585	19391085	297	500	+	176.77032922833345	41.13213928256408
chr22	19393765	19394285	298	520	+	89.6661090288648	45.70237698062676
chr22	19395665	19396185	299	520	+	309.9885483569326	159.95831943219366
chr22	19406545	19407045	300	500	+	1870.1788454591801	310.776163468262
chr22	19407125	19407645	301	520	+	1214.335305133769	287.9249749779486
chr22	19409805	19410365	302	560	+	115.28499732282617	191.9499833186324
chr22	19416985	19417485	303	500	+	79.41855371128025	118.82618014962958
chr22	19417845	19419674	304	1829	+	1360.3629684093487	2088.598628014643
chr22	19419705	19420205	305	500	+	2141.739061375171	1051.1546705544156
chr22	19420585	19421085	306	500	+	466.26376695009697	228.51188490313382
chr22	19429545	19430085	307	540	+	94.78988668765707	118.82618014962958
chr22	19432545	19433045	308	500	+	76.85666488188411	36.56190158450141
chr22	19434325	19434925	309	600	+	161.39899625195665	525.5773352772078
chr22	19435025	19436045	310	1020	+	1478.209854561571	868.3451626319085
chr22	19441605	19442105	311	500	+	87.10422019946867	45.70237698062676
chr22	19450965	19451485	312	520	+	120.40877498161845	9.140475396125353
chr22	19463345	19463845	313	500	+	23.056999464565237	100.54522935737889
chr22	19465045	19466325	314	1280	+	394.53087972700513	1412.203448701367
chr22	19466488	19467598	315	1110	+	5333.852542802758	4328.015100065355
chr22	19467845	19468825	316	980	+	292.0553265511596	552.9987614655838
chr22	19476645	19477205	317	560	+	112.72310849343003	31.991663886438737
chr22	19484685	19485245	318	560	+	138.34199678739142	95.9749916593162
chr22	19491365	19491865	319	500	+	81.98044254067638	41.13213928256408
chr22	19504865	19505365	320	500	+	33.304554782149786	54.84285237675211
chr22	19510465	19510965	321	500	+	43.552110099734335	9.140475396125353
chr22	19512610	19513110	322	500	+	28.180777123357508	13.710713094188028
chr22	19514025	19514525	323	500	+	46.113998929130474	27.421426188376056
chr22	19514885	19515425	324	540	+	79.41855371128025	18.280950792250707
chr22	19515605	19516125	325	520	+	48.675887758526606	27.421426188376056
chr22	19522485	19523025	326	540	+	84.54233137007253	22.85118849031338
chr22	19529025	19529525	327	500	+	51.237776587922745	31.991663886438737
chr22	19546685	19547185	328	500	+	76.85666488188411	77.6940408670655
chr22	19554112	19554612	329	500	+	38.42833244094206	22.85118849031338
chr22	19560845	19561345	330	500	+	53.79966541731888	45.70237698062676
chr22	19563865	19564765	331	900	+	371.47388026243993	73.12380316900283
chr22	19565605	19566105	332	500	+	837.7376472125369	31.991663886438737
chr22	19569825	19570325	333	500	+	207.51299518108712	50.27261467868944
chr22	19570865	19571365	334	500	+	46.113998929130474	31.991663886438737
chr22	19575705	19576225	335	520	+	66.60910956429957	22.85118849031338
chr22	19592245	19592765	336	520	+	292.0553265511596	59.41309007481479
chr22	19600665	19601625	337	960	+	220.32243932806782	54.84285237675211
chr22	19602405	19602965	338	560	+	69.17099839369571	68.55356547094014
chr22	19603665	19604565	339	900	+	128.09444146980684	27.421426188376056
chr22	19609645	19610145	340	500	+	51.237776587922745	36.56190158450141
chr22	19615005	19615845	341	840	+	146.0276632755798	338.19758965663806
chr22	19617385	19617885	342	500	+	468.8256557794931	36.56190158450141
chr22	19618645	19619165	343	520	+	69.17099839369571	13.710713094188028
chr22	19619605	19620125	344	520	+	312.55043718632874	86.83451626319085
chr22	19621325	19621845	345	520	+	184.4559957165219	95.9749916593162
chr22	19628845	19629365	346	520	+	279.24588240417893	114.25594245156691
chr22	19630945	19631445	347	500	+	1186.1545280104115	214.80117180894578
chr22	19631645	19632145	348	500	+	140.90388561678753	278.78449958182324
chr22	19635785	19636385	349	600	+	199.82732869289867	27.421426188376056
chr22	19649385	19649945	350	560	+	69.17099839369571	9.140475396125353
chr22	19651445	19651965	351	520	+	181.89410688712573	27.421426188376056
chr22	19661845	19662385	352	540	+	69.17099839369571	36.56190158450141
chr22	19667045	19667545	353	500	+	169.08466274014506	31.991663886438737
chr22	19669745	19670705	354	960	+	112.72310849343003	41.13213928256408
chr22	19678665	19679165	355	500	+	230.56999464565234	36.56190158450141
chr22	19679225	19679765	356	540	+	976.0796439999283	489.0154336927064
chr22	19683185	19683705	357	520	+	522.6253211968119	63.98332777287747
chr22	19689385	19689885	358	500	+	40.99022127033819	4.570237698062677
chr22	19696725	19697225	359	500	+	76.85666488188411	27.421426188376056
chr22	19700945	19701445	360	500	+	87.10422019946867	45.70237698062676
chr22	19701545	19702065	361	520	+	102.47555317584549	41.13213928256408
chr22	19704492	19706207	362	1715	+	537.9966541731889	1005.4522935737888
chr22	19706385	19706885	363	500	+	189.57977337531415	493.585671390769
chr22	19709605	19710505	364	900	+	1224.5828604513536	712.9570808977775
chr22	19710705	19711315	365	610	+	2664.364382571983	1087.716572138917
chr22	19711525	19712785	366	1260	+	696.8337615957494	653.5439908229627
chr22	19712905	19713405	367	500	+	161.39899625195665	123.39641784769225
chr22	19714805	19715685	368	880	+	117.84688615222231	77.6940408670655
chr22	19718065	19718845	369	780	+	740.3858716954837	196.52022101669507
chr22	19719245	19719745	370	500	+	35.86644361154592	45.70237698062676
chr22	19722005	19722505	371	500	+	74.29477605248798	31.991663886438737
chr22	19736385	19736965	372	580	+	156.27521859316437	31.991663886438737
chr22	19740965	19741465	373	500	+	69.17099839369571	36.56190158450141
chr22	19743975	19744505	374	530	+	309.9885483569326	36.56190158450141
chr22	19745105	19745625	375	520	+	69.17099839369571	41.13213928256408
chr22	19747565	19748145	376	580	+	158.8371074225605	54.84285237675211
chr22	19749285	19749865	377	580	+	130.65633029920298	201.09045871475777
chr22	19749885	19750585	378	700	+	146.0276632755798	255.9333110915099
chr22	19752605	19753505	379	900	+	220.32243932806782	77.6940408670655
chr22	19754505	19755025	380	520	+	117.84688615222231	41.13213928256408
chr22	19760045	19760965	381	920	+	443.20676748553177	196.52022101669507
chr22	19761445	19762265	382	820	+	648.1578738372227	315.34640116632465
chr22	19763705	19764705	383	1000	+	914.594312094421	255.9333110915099
chr22	19767025	19767525	384	500	+	169.08466274014506	13.710713094188028
chr22	19767805	19768305	385	500	+	2034.139730540533	479.874958296581
chr22	19768525	19769025	386	500	+	69.17099839369571	22.85118849031338
chr22	19770025	19770525	387	500	+	79.41855371128025	36.56190158450141
chr22	19793865	19794365	388	500	+	345.85499196847854	45.70237698062676
chr22	19802045	19802545	389	500	+	69.17099839369571	77.6940408670655
chr22	19802825	19803325	390	500	+	1475.6479657321752	137.10713094188029
chr22	19815065	19815605	391	540	+	407.3403238739858	246.7928356953845
chr22	19816105	19816625	392	520	+	94.78988668765707	27.421426188376056
chr22	19830405	19830905	393	500	+	51.237776587922745	50.27261467868944
chr22	19834005	19834525	394	520	+	89.6661090288648	54.84285237675211
chr22	19835365	19836225	395	860	+	94.78988668765707	68.55356547094014
chr22	19836305	19836805	396	500	+	97.35177551705321	63.98332777287747
chr22	19841485	19842712	397	1227	+	3181.8659261100024	2001.7641117514524
chr22	19843205	19843705	398	500	+	796.7474259421987	1179.1213261001706
chr22	19844225	19844725	399	500	+	74.29477605248798	63.98332777287747
chr22	19852105	19853065	400	960	+	253.6269941102176	31.991663886438737
chr22	19863205	19863785	401	580	+	61.485331905507294	13.710713094188028
chr22	19868625	19869125	402	500	+	76.85666488188411	13.710713094188028
chr22	19874365	19874905	403	540	+	122.97066381101459	36.56190158450141
chr22	19878425	19878945	404	520	+	71.73288722309184	95.9749916593162
chr22	19878985	19879505	405	520	+	1257.8874152335034	127.96665554575495
chr22	19879585	19880125	406	540	+	322.7979925039133	73.12380316900283
chr22	19880565	19881065	407	500	+	51.237776587922745	27.421426188376056
chr22	19884505	19885005	408	500	+	81.98044254067638	31.991663886438737
chr22	19893365	19893865	409	500	+	76.85666488188411	59.41309007481479
chr22	19897385	19897885	410	500	+	537.9966541731889	297.065450374074
chr22	19899985	19900485	411	500	+	71.73288722309184	18.280950792250707
chr22	19901585	19902085	412	500	+	61.485331905507294	68.55356547094014
chr22	19911485	19912025	413	540	+	140.90388561678753	54.84285237675211
chr22	19915805	19916745	414	940	+	140.90388561678753	86.83451626319085
